company_name,company_market,company_city,company_category_list,total_funding,investor_rating,company_max_round,keyword_clusters,final_cluster
Stoke,Mobile,Santa Clara,|Mobile|,122.609,9.86,5,5,79
DiObex,Biotechnology,San Francisco,|Biotechnology|,31.080,9.89,2,2,46
Silver Peak,Networking,Santa Clara,|Networking|Software|,65.167,10,4,26,4
Mirapoint Software,Messaging,Sunnyvale,|Messaging|,10.300,8.67,2,17,32
Offermatica,Software,San Francisco,|Software|,7.000,10,0,6,1
Everdream,Software,Fremont,|Software|,20.000,10,6,6,1
Capella Photonics,Web Hosting,San Jose,|Web Hosting|,86.506,9.88,4,28,89
Blue Vector Systems,Public Relations,Mountain View,|Public Relations|,4.000,9.33,2,22,9
SugarSync,Curated Web,San Mateo,|Storage|Curated Web|,61.000,10,4,9,78
Aquantia,Semiconductors,Milpitas,|Semiconductors|,153.625,10,7,4,43
Open Silicon,Semiconductors,Milpitas,|Semiconductors|,25.050,10,4,4,20
Paxera,Web Hosting,Santa Clara,|Web Hosting|,5.400,10,1,28,12
Identity Engines,Security,Sunnyvale,|Security|,21.700,10,2,12,67
Azul Systems,Software,Sunnyvale,|Software|,82.230,10,0,6,51
Automattic,Web CMS,San Francisco,|Web CMS|Content|Forums|Blogging Platforms|Curated Web|,317.300,9.11,3,22,52
EBR Systems,Medical,Sunnyvale,|Medical|Biotechnology|,79.730,9.89,3,2,3
TrustedID,Security,Palo Alto,|Security|,25.000,10,2,12,67
Telegent Systems,Semiconductors,Sunnyvale,|Semiconductors|,35.000,10,3,4,75
Arch Rock Corporation,Software,San Francisco,|Software|,15.000,10,2,6,1
Pathwork Diagnostics,Biotechnology,Redwood City,|Biotechnology|,43.500,10,3,2,3
EchoSign,Legal,Palo Alto,|Legal|Curated Web|,8.500,10,2,9,6
Meebo,Internet,Mountain View,|Web Development|Social Network Media|Internet|Chat|Messaging|Curated Web|,70.000,10,4,7,71
AGEIA Technologies,Games,Santa Clara,|Games|,27.500,10,3,3,29
Ultriva,Software,Cupertino,|Software|,4.000,10,1,6,1
Hands-On Mobile,Mobile,San Francisco,|Games|Mobile|,30.000,10,3,3,29
Zvents,Entertainment,San Mateo,|Nightlife|Music|Kids|Ticketing|Concerts|Entertainment|Restaurants|Events|Social Media|Curated Web|,55.200,9.27,0,22,61
VirtuOz,Enterprise Software,Emeryville,|Enterprise Software|,38.764,9.86,2,1,22
Raven Biotechnologies,Biotechnology,South San Francisco,|Biotechnology|,48.300,9.75,4,2,3
Certess,Hardware + Software,Campbell,|Hardware + Software|,4.940,9.75,2,10,21
Tercica,Biotechnology,Brisbane,|Biotechnology|,83.000,8.5,0,2,3
Mobileum,Mobile,San Jose,|Mobile|,14.000,10,3,5,13
Goodmail Systems,Email Marketing,Mountain View,|Email Marketing|Email|Messaging|,45.000,10,3,17,32
Netcontinuum,Enterprise Software,Santa Clara,|Enterprise Software|,15.000,10,0,1,47
Vidient,Analytics,Santa Clara,|Analytics|,12.000,10,2,13,39
BioPro Pharmaceutical,Biotechnology,San Francisco,|Biotechnology|,5.000,8,1,2,46
ForeScout Technologies,Security,Campbell,|Security|,26.380,10,5,12,67
Drobo,Hardware + Software,San Jose,|Hardware + Software|,43.000,10,5,10,73
W5 Networks,Web Hosting,Fremont,|Web Hosting|,10.000,10,0,28,12
Hightail,File Sharing,Campbell,|File Sharing|Mobile|Collaboration|Storage|,97.400,9.96,5,22,0
Siterra,Software,San Francisco,|Software|,7.000,9.5,3,6,1
FreeBorders,Consulting,San Francisco,|Consulting|,20.000,9,0,22,94
CloudShield Technologies,Web Hosting,Sunnyvale,|Web Hosting|,25.000,9.78,0,28,12
Continuent,PaaS,San Jose,|Consumer Electronics|PaaS|Hardware + Software|Databases|SaaS|Open Source|Software|,5.750,9,2,22,9
Tethys BioScience,Biotechnology,Emeryville,|Biotechnology|,30.400,10,4,2,46
GCT Semiconductor,Semiconductors,San Jose,|Semiconductors|,212.528,8.92,6,4,91
Flock,Browser Extensions,Menlo Park,|Browser Extensions|Social Media|Software|,28.300,10,4,7,17
InsideTrack,Education,San Francisco,|Education|,5.750,10,0,20,18
Aster Data Systems,Analytics,San Carlos,|Databases|Analytics|,53.000,9.78,3,13,2
Smalltown,Advertising,San Mateo,|Advertising|,4.000,10,1,8,23
Akimbi Systems,Software,San Mateo,|Software|,8.000,10,2,6,1
Kosmix,Curated Web,Mountain View,|Curated Web|,55.238,9.82,4,9,78
OpenDNS,Security,San Francisco,|Security|,51.260,9.77,3,12,28
YouTube,Games,San Bruno,|Video|Online Rental|Entertainment|Games|,11.500,10,2,27,62
FlowMedica,Health Care,Fremont,|Health Care|,15.000,9.6,4,0,8
Nanosys,Nanotechnology,Milpitas,|Nanotechnology|,116.644,9.89,6,22,0
GigaFin Networks,Public Relations,San Jose,|Public Relations|,14.600,9.67,3,22,94
Agistics,Enterprise Software,Pleasanton,|Enterprise Software|,2.000,10,1,1,47
Kovio,Semiconductors,San Jose,|Semiconductors|,76.500,9.92,5,4,75
Double Fusion,Curated Web,San Francisco,|Curated Web|,59.000,9.67,3,9,78
Metara,Semiconductors,Sunnyvale,|Semiconductors|,11.500,9.75,5,4,20
RealTravel,Social Network Media,Los Altos,|Social Network Media|Travel|,1.800,10,3,15,41
Anagran,Web Hosting,Sunnyvale,|Web Hosting|,22.600,9.71,4,28,12
OQO,Computers,San Francisco,|Computers|Mobile|,39.800,9.75,4,22,61
Locaid,Enterprise Software,San Francisco,|Location Based Services|Wireless|Mobile|Enterprise Software|,39.734,10,4,22,61
BroadLight,Software,Santa Clara,|Software|,27.000,9.67,5,6,84
Vivid Logic,Games,Fremont,|Games|,6.000,10,1,3,29
Therma-Wave,Semiconductors,Fremont,|Semiconductors|,10.060,8,0,4,20
Integrated Materials,0,Sunnyvale,0,0.000,0,3,22,9
NetIQ,IT Management,San Jose,|IT Management|Software|,7.400,9.33,2,22,9
Limbo,Games,Burlingame,|Games|Mobile|,27.100,10,3,3,29
Woven Systems,Web Hosting,Santa Clara,|Web Hosting|,34.452,10,2,28,12
TuneIn,Guides,Palo Alto,|Mobile|Guides|Music|,50.152,9.67,2,16,16
Pinger,Messaging,San Jose,|Messaging|,18.500,10,2,17,32
Mamapedia,Social Media,San Francisco,|Social Media|,4.600,10,1,7,88
Mimosa Systems,Software,Santa Clara,|Software|,55.421,9.9,4,6,84
mValent,Software,Redwood Shores,|Software|,6.000,10,3,6,1
BigFix,Security,Emeryville,|Security|,8.400,10,5,12,67
Agility Design Solutions,Software,Palo Alto,|Software|,7.000,9.67,2,6,1
Trovix,Search,Mountain View,|Search|Consulting|,18.250,9.4,2,19,33
Ravenflow,Software,Emeryville,|Software|,20.700,10,1,6,1
Cogency Software,Finance,Burlingame,|Finance|,2.500,10,0,14,27
PGP Corporation,Software,Menlo Park,|Software|,51.278,9.71,3,6,84
Sonics,Semiconductors,Milpitas,|Semiconductors|,12.000,10,4,4,20
INPHI,Semiconductors,Santa Clara,|Semiconductors|,27.106,10,4,4,20
Xumii,Chat,San Mateo,|Chat|iPhone|Messaging|Networking|Mobile|,12.800,9.2,0,17,32
W&W Communications,Hardware + Software,Santa Clara,|Hardware + Software|,1.200,8,0,10,21
Redfern Integrated Optics,Clean Technology,Santa Clara,|Clean Technology|,25.900,9.36,3,11,14
Sequence Design,Software,Santa Clara,|Software|,5.970,9.57,0,6,1
Fabric7 Systems,Web Hosting,Mountain View,|Web Hosting|,18.400,9.67,3,28,12
BridgeWave Communications,Wireless,Santa Clara,|Wireless|Mobile|,43.143,9.12,4,22,61
Telsima,Curated Web,Sunnyvale,|Curated Web|,95.000,10,3,9,78
Fortify Software,Software,San Mateo,|Software|,10.000,10,4,6,1
Centrality Communications,Semiconductors,Redwood City,|Semiconductors|,20.000,10,4,4,20
Casabi,Mobile,Campbell,|Mobile|,18.800,10,2,5,99
Intelliden,Software,Menlo Park,|Software|,80.000,10,5,6,51
Asetek,Computers,San Jose,|Computers|Networking|Water|Hardware + Software|,34.860,10,2,26,4
WiChorus,Web Hosting,San Jose,|Web Hosting|,42.500,10,3,28,12
Cradle Technologies,Hardware + Software,Mountain View,|Hardware + Software|,13.000,10,4,10,21
Migo Software,Software,Redwood City,|Software|,8.330,7,0,6,1
Atrenta,Software,San Jose,|Software|,33.041,9.9,4,6,84
Seriosity,Software,Palo Alto,|Software|,6.000,10,0,6,1
TeleCIS Wireless,Semiconductors,Campbell,|Semiconductors|,10.000,10,3,4,20
Summit Microelectronics,Semiconductors,Sunnyvale,|Semiconductors|,16.512,9.82,0,4,20
Azuro,Semiconductors,Santa Clara,|Semiconductors|,12.000,9.75,2,4,20
CSS Corp,Consulting,San Jose,|Outsourcing|RIM|Web Design|Consulting|,47.000,10,2,22,61
OurStory,Social Media,Mountain View,|Collaboration|Social Media|,6.300,10,1,7,88
Fliqz,Games,Emeryville,|Games|,13.200,8.33,3,3,29
Sonopia,Mobile,Menlo Park,|Mobile|,21.450,10,2,5,99
Samplify Systems,Semiconductors,Santa Clara,|Semiconductors|,23.000,9.57,2,4,20
Primaeva Medical,Health Care,Pleasanton,|Health Care|,14.250,10,3,0,8
Barosense,Biotechnology,Redwood City,|Biotechnology|,33.200,10,4,2,46
SkyGrid,Real Time,Sunnyvale,|Content|File Sharing|Ediscovery|Real Time|News|,13.250,10,2,22,94
CellBiosciences,Biotechnology,Santa Clara,|Biotechnology|,85.250,9.96,6,2,49
Guardian Analytics,Security,Mountain View,|Security|,40.300,10,5,12,28
cFares,Travel,Redwood City,|Career Planning|Travel|,13.600,10,2,15,41
Glimpse.com,Search,Mountain View,|Search|Fashion|,4.000,10,1,19,33
Palo Alto Networks,Communications Hardware,Santa Clara,|Communications Hardware|Network Security|Security|,328.600,10,3,12,65
InSync Software,Software,San Jose,|Software|,12.400,10,2,6,1
Neoconix,Hardware + Software,San Jose,|Hardware + Software|,56.832,10,3,10,73
GrandCentral,Mobile,Fremont,|VoIP|Telephony|Mobile|,4.000,8,1,22,9
Picateers,Curated Web,San Mateo,|Education|Photography|Curated Web|,12.100,10,2,20,18
Socializr,Social Media,San Francisco,|Social Network Media|Events|Social Media|,2.250,8.67,1,7,88
AnchorFree,Mobile Security,Mountain View,|Mobile Security|Privacy|Wireless|Security|,62.800,8.45,3,12,28
Edgeio,Marketplaces,Palo Alto,|Marketplaces|E-Commerce|,6.500,8.88,1,21,31
Envis,Software,Santa Clara,|Software|,6.000,10,1,6,1
Sutro Biopharma,Biotechnology,South San Francisco,|Biotechnology|,116.305,9.83,4,2,49
Healthline Networks,Health Care,San Francisco,|Doctors|Information Technology|Medical|Health and Wellness|Search|Health Care|,63.500,9.83,3,18,5
Swoopo,Shopping,Mountain View,|Shopping|Auctions|E-Commerce|,14.000,10,2,22,94
MuseStorm,Curated Web,Sunnyvale,|Curated Web|,1.430,8.5,1,9,6
Browster,Software,San Francisco,|Software|,5.800,10,1,6,1
VM Discovery,Biotechnology,Fremont,|Biotechnology|,13.570,9,2,2,46
XDx,Diagnostics,Brisbane,|Health and Wellness|Fitness|Diagnostics|Health Care|Biotechnology|,126.397,9.88,6,18,50
LoadStar Sensors,Manufacturing,Fremont,|Manufacturing|,1.000,6,1,29,56
Barracuda Networks,Communications Hardware,Campbell,|Communications Hardware|Security|,45.610,10,0,12,28
Encirq Corporation,Software,Burlingame,|Systems|Apps|Software|,14.000,9.83,2,22,94
MailFrontier,Messaging,Palo Alto,|Messaging|,1.500,10,0,17,32
PowerFile,Web Hosting,Foster City,|Web Hosting|,21.720,10,2,28,12
OnVantage,Software,Santa Clara,|Software|,18.000,10,2,6,1
Pivotal Systems,Semiconductors,Pleasanton,|Semiconductors|,34.950,9.8,2,4,75
3VR,Security,San Francisco,|Security|,56.567,10,5,12,28
NanoGram,Nanotechnology,Milpitas,|Nanotechnology|,54.700,9.71,3,22,61
Invarium,Semiconductors,San Jose,|Semiconductors|,6.000,10,2,4,20
Provade,Enterprise Software,San Mateo,|Enterprise Software|,18.384,10,6,1,47
Attainia,Software,Mountain View,|Software|,0.800,6.5,3,6,1
Rapt,Software,San Francisco,|Software|,11.230,10,4,6,1
Apprion,Mobile,Mountain View,|Mobile|,27.500,9.42,3,5,99
RPO,Hardware + Software,San Jose,|Hardware + Software|,44.000,9,2,10,73
Spinal Modulation,Medical Devices,Menlo Park,|Medical Devices|Health Care|,111.270,9.89,5,0,66
Assurz,Curated Web,Redwood City,|Curated Web|,5.000,6,1,9,6
Attributor,SEO,San Mateo,|SEO|Software|,25.200,10,4,22,94
Hammerhead Systems,Web Hosting,Mountain View,|Web Hosting|,48.000,10,4,28,12
PropertyBridge,Real Estate,Oakland,|Real Estate|,2.000,10,1,22,9
Mobius Microsystems,Hardware + Software,Sunnyvale,|Hardware + Software|,20.220,10,2,10,21
Retrevo,Semantic Web,Sunnyvale,|Semantic Web|Blogging Platforms|Tech Field Support|Consumer Electronics|Electronics|Search|Reviews and Recommendations|Shopping|Gadget|Hardware + Software|,11.900,10,2,22,94
Ambarella,Broadcasting,Santa Clara,|Broadcasting|Security|Semiconductors|,15.400,10,3,12,67
Amalfi Semiconductor,Semiconductors,Los Gatos,|Semiconductors|,64.000,10,3,4,75
Peanut Labs,Social Media,San Francisco,|Social Media|,4.200,10,2,7,88
MySQL,Databases,Cupertino,|Lighting|Open Source|Databases|Enterprise Software|,40.800,10,3,22,61
IMVU,Social Media,Mountain View,|Virtual Currency|3D|Entertainment|Social Media|Games|,29.000,9.78,4,7,17
Flixster,Video Streaming,San Francisco,|Networking|Entertainment|Social Network Media|Video Streaming|Social Media|,7.175,10,2,7,88
Zooomr,Photography,San Francisco,|File Sharing|Photography|Curated Web|,0.050,10,0,22,9
C9 Inc.,Predictive Analytics,San Mateo,|Sales and Marketing|Predictive Analytics|Analytics|Big Data|Software|,35.600,9.75,4,13,2
Anthology Solutions,Software,Santa Clara,|Software|,10.000,10,2,6,1
Penguin Computing,Software,San Francisco,|Software|,19.393,8.93,3,6,1
Kasenna,Software,Sunnyvale,|Software|,11.000,10,5,6,1
MyStore.com,Classifieds,San Francisco,|Classifieds|Social Buying|E-Commerce|,1.120,7.33,0,7,88
Catalyst Biosciences,Biotechnology,South San Francisco,|Biotechnology|,100.890,9.96,3,2,49
Verix,Analytics,Mountain View,|Analytics|,12.700,10,2,13,39
Reactivity,Enterprise Software,Belmont,|Enterprise Software|,8.550,10,0,1,47
Netli,Web Hosting,Palo Alto,|Web Hosting|,18.000,10,0,28,12
Asempra Technologies,Software,Santa Clara,|Software|,20.000,10,2,6,1
Vizu Corporation,Advertising,San Francisco,|Advertising|,13.075,9.67,2,8,23
ApaceWave Technologies,Semiconductors,Fremont,|Semiconductors|,19.900,9.8,1,4,20
Neterion,Hardware + Software,Cupertino,|Hardware + Software|,6.480,10,4,10,21
Tribe,Social Media,Los Gatos,|Social Media|,3.050,8.33,2,7,88
Terracotta,Software,San Francisco,|Software|,29.000,9.89,2,6,84
Punch Entertainment,Social Games,Palo Alto,|Chat|Virtual Worlds|Messaging|Social Games|Games|,2.932,9,1,3,29
Telltale Games,Games,San Rafael,|Games|,14.400,10,3,3,29
Metaweb Technologies,Databases,San Francisco,|Databases|Curated Web|,57.000,10,2,9,78
Wikia,Social Media,San Francisco,|Social Media|Media|Search|Curated Web|,39.800,9.24,4,7,17
Greenplum Software,Big Data,San Mateo,|Business Intelligence|Collaboration|Video|Analytics|Big Data|Databases|Software|,92.899,9.83,3,13,97
Cartilix,Biotechnology,Foster City,|Biotechnology|,6.350,10,2,2,46
Genius.com,Marketing Automation,San Mateo,|Marketing Automation|Sales and Marketing|Software|,40.927,9.92,5,22,61
Cassatt,Software,San Jose,|Software|,15.000,10,4,6,1
Insider Pages,Curated Web,San Francisco,|Reviews and Recommendations|Business Services|Local|Curated Web|,8.500,10,1,22,9
Visible Path,Social Network Media,Foster City,|Business Services|Social Network Media|Social Media|,24.700,10,2,7,17
SolFocus,Clean Technology,San Jose,|Solar|Clean Technology|,211.403,9.95,3,25,81
Jajah,VoIP,Mountain View,|Audio|Telephony|VoIP|Mobile|,33.000,10,3,22,61
PodTech,Games,Palo Alto,|Games|,7.500,10,1,3,29
Evernote,Software,Redwood City,|Software|,290.000,9.81,5,6,59
Fultec Semiconductor,Semiconductors,Mountain View,|Semiconductors|,12.350,9.8,3,4,20
Novera Optics,Web Hosting,Santa Clara,|Web Hosting|,7.400,9.4,0,28,12
Scrapblog,Curated Web,San Francisco,|Curated Web|,10.000,10,3,9,6
Bigfoot Networks,Hardware + Software,Redwood City,|Technology|Interface Design|Hardware + Software|,20.750,9,2,22,94
The Personal Bee,News,Berkeley,|News|,0.500,10,0,22,9
obopay,Mobile,Redwood City,|Mobile|,144.760,9.67,5,5,79
Coremetrics,Analytics,San Mateo,|Optimization|Analytics|Advertising|,91.000,10,5,13,97
Ringthree Technologies,Software,Menlo Park,|Software|,4.000,10,1,6,1
Juniper Medical,Health Care,Pleasanton,|Health Care|,7.500,10,1,0,8
Starvine,Software,Santa Clara,|Software|,0.700,10,1,6,1
mFoundry,Mobile Payments,Larkspur,|Mobile Payments|Mobile|,40.300,9.67,3,23,55
MyNewPlace,Real Estate,San Francisco,|Real Estate|,20.000,8.5,2,22,94
MediaPhy,Semiconductors,San Jose,|Semiconductors|,13.000,10,2,4,20
Montalvo Systems,Semiconductors,Santa Clara,|Semiconductors|,26.300,10,2,4,20
Skybox Security,Network Security,San Jose,|Network Security|Security|,23.754,9.5,4,12,67
AmberPoint,Curated Web,Oakland,|Curated Web|,28.300,10,4,9,6
Complete Genomics,Life Sciences,Mountain View,|Life Sciences|Biotechnology|,104.490,10,5,22,0
M2Z Networks,Mobile,Menlo Park,|Mobile|,4.000,10,1,5,13
Ozmo Devices,Hardware + Software,Palo Alto,|Hardware + Software|,41.290,10,4,10,73
Neotract,Health Care,Mountain View,|Health Care|,125.965,10,2,0,66
Zimbra,Productivity Software,Palo Alto,|Collaboration|Productivity Software|Web Development|Email|Software|,14.500,9.33,3,22,94
Billeo,Personal Finance,Santa Clara,|Personal Finance|Finance|,15.260,10,2,14,27
DocuSign,Cloud Management,San Francisco,|Information Security|Cloud Management|,230.100,9.88,5,12,65
Vormetric,Enterprise Software,San Jose,|Enterprise Software|,20.000,9.75,4,1,47
Radar Networks,Semantic Web,San Francisco,|Semantic Web|SEO|Advertising|,24.000,8.91,2,22,94
Renkoo,Facebook Applications,Redwood City,|Facebook Applications|Events|Chat|Social Media|,9.000,9,2,7,88
Winster,Games,San Mateo,|Games|,1.880,10,1,3,29
BridgeLux,Manufacturing,Sunnyvale,|Manufacturing|,244.789,9.92,5,29,74
Ubicom,Software,San Jose,|Software|,69.620,9.92,5,6,51
Clearwell Systems,Ediscovery,Mountain View,|Ediscovery|Enterprise Software|,29.000,10,3,1,22
Atrica,Web Hosting,Santa Clara,|Web Hosting|,22.200,9.78,6,28,12
RMI Corporation,Wireless,Cupertino,|Wireless|Infrastructure|Semiconductors|,20.000,10,0,22,94
Bridgestream,Software,Redwood Shores,|Software|,6.500,10,2,6,1
Nangate,Semiconductors,Sunnyvale,|Semiconductors|,35.000,10,2,4,75
Before the Call,Software,Pleasanton,|Software|,2.540,7.5,1,6,1
SST Inc. (Formerly ShotSpotter),Analytics,Mountain View,|Analytics|,65.933,9.63,4,13,2
Authernative,Enterprise Software,Redwood City,|Enterprise Software|,2.500,10,1,1,47
Network Physics,Enterprise Software,Mountain View,|Enterprise Software|,8.630,10,0,1,47
DiVitas Networks,Messaging,Mountain View,|Messaging|,41.644,9.91,2,17,32
Cape Clear Software,Software,San Mateo,|Software|,19.950,10,4,6,1
Nanochip,Hardware,Fremont,|Hardware|Semiconductors|,28.800,9.67,3,4,20
MiNOWireless,Mobile,Santa Clara,|Mobile|,8.500,5.5,1,5,13
Panaya,Software,Menlo Park,|Software|,39.000,9.89,4,6,84
Mobilygen,Semiconductors,Santa Clara,|Semiconductors|,10.000,10,4,4,20
oDesk,Crowdsourcing,San Francisco,|Crowdsourcing|Freelancers|Staffing Firms|Employment|Human Resources|Curated Web|,44.000,10,4,22,61
Silverback Systems,Web Hosting,Campbell,|Web Hosting|,16.000,10,0,28,12
Icontrol Networks,Security,Redwood City,|Security|,93.500,9.94,4,12,28
Contactual,Hardware + Software,Redwood City,|Hardware + Software|,9.000,10,1,10,21
FirstRain,Analytics,San Mateo,|Analytics|,57.765,10,0,13,2
SOASTA,Cloud Computing,Mountain View,|Internet|Testing|Cloud Data Services|Cloud Computing|Enterprise Software|,63.614,10,5,24,11
Reconnex,Data Security,Mountain View,|Data Security|Security|,16.000,10,3,12,67
Negevtech,Semiconductors,Santa Clara,|Semiconductors|,36.000,10,4,4,75
Powerset,Search,San Francisco,|Search|,22.500,9.11,1,19,33
Anchiva Systems,Web Hosting,San Jose,|Web Hosting|,7.000,10,0,28,12
Pageflakes,Web Design,San Francisco,|Web Development|Web Design|Curated Web|,4.100,10,1,9,6
Bebo,Social Network Media,San Francisco,|Social Network Media|Social Media|,15.000,10,1,7,17
Cavendish Kinetics,Semiconductors,San Jose,|Semiconductors|,32.500,9.63,2,4,75
Avangate BV,E-Commerce,Redwood Shores,|Incentives|E-Commerce|,7.500,8.5,1,7,88
Oodle,Social Media,San Mateo,|Social Media|,23.903,10,3,7,17
Sharetivity,Curated Web,Palo Alto,|Curated Web|,2.000,5,0,9,6
KAI Pharmaceuticals,Biotechnology,South San Francisco,|Medical|Biotechnology|,35.000,10,2,2,3
MOG,Music,Berkeley,|Internet Radio Market|Music|,24.900,8.67,5,16,16
