company_name,company_market,company_city,company_category_list,company_city,total_funding,investor_rating,company_max_round,keyword_clusters,final_cluster
Mevio,Video Streaming,San Francisco,|Video Streaming|Games|,San Francisco,48.9,10.0,3.0,27,38
SearchMe,Visual Search,San Francisco,|Visual Search|Search|,San Francisco,46.9143,9.533333333333333,5.0,19,33
TimeBridge,Collaboration,Mountain View,|Collaboration|Online Scheduling|Meeting Software|Curated Web|,Mountain View,12.4,10.0,2.0,22,94
DisplayLink,Semiconductors,Palo Alto,|Semiconductors|Hardware + Software|,Palo Alto,86.65,9.92,4.0,10,73
U4EA Wireless,Mobile,Pittsburg,|Mobile|,Pittsburg,19.3,9.75,4.0,5,99
NeoPhotonics,Semiconductors,San Jose,|Semiconductors|Web Hosting|,San Jose,154.67384,9.933333333333334,3.0,28,89
Cenzic,Security,Campbell,|Security|,Campbell,16.0,10.0,3.0,12,67
MetaLINCS,Messaging,San Jose,|Messaging|,San Jose,8.75,10.0,1.0,17,32
SeeControl,Analytics,Redwood City,|Analytics|,Redwood City,5.1175,9.4,1.0,13,39
ConSentry Networks,Consulting,Milpitas,|Consulting|,Milpitas,46.4,10.0,4.0,22,61
"WaveMaker, Inc.",PaaS,Mountain View,|Cloud Computing|Enterprise Software|PaaS|Web Development|Open Source|,Mountain View,15.92,9.666666666666666,2.0,24,63
Jaspersoft,Software,San Francisco,|Open Source|Analytics|Web Development|Business Intelligence|Software|,San Francisco,43.5,9.954545454545455,4.0,22,61
ZoomSystems,Hardware + Software,San Francisco,|Hardware + Software|,San Francisco,87.0,10.0,5.0,10,73
Aceva Technologies,Enterprise Software,San Mateo,|Enterprise Software|,San Mateo,5.28,10.0,4.0,1,47
Kace Networks,Software,Mountain View,|Software|,Mountain View,11.0,10.0,2.0,6,1
Infotone Communications,Software,Redwood City,|Software|,Redwood City,5.0,10.0,1.0,6,1
Alien Technology,Semiconductors,Morgan Hill,|Semiconductors|,Morgan Hill,247.377366,9.75,6.0,4,91
Current Media,Web Hosting,San Francisco,|News|Web Hosting|,San Francisco,15.0,8.0,1.0,28,12
DRC Computer,Hardware + Software,Sunnyvale,|Hardware + Software|,Sunnyvale,0.5,7.0,0.0,10,21
GoingOn,Enterprises,San Francisco,|Social Media|Enterprises|Networking|Software|,San Francisco,8.5,8.666666666666666,1.0,26,87
VeriSilicon Holdings,Cloud Computing,Santa Clara,|Cloud Computing|Manufacturing|,Santa Clara,100.948403,9.833333333333334,4.0,29,89
LimeLife,Advertising,Menlo Park,|Advertising|Mobile Advertising|Mobile|News|,Menlo Park,20.9,10.0,2.0,8,23
mSpot,Music,Palo Alto,|Music|,Palo Alto,2.33,10.0,1.0,16,16
QSecure,Security,Los Altos,|Security|,Los Altos,49.0,9.785714285714286,4.0,12,28
TrueDemand Software,Software,Los Gatos,|Software|,Los Gatos,16.7,10.0,3.0,6,1
Ecrio,Software,Cupertino,|Software|,Cupertino,27.0,9.727272727272727,3.0,6,84
PacketHop,Consumer Electronics,Redwood City,|Automotive|Mobile|Networking|Consumer Electronics|Web Hosting|,Redwood City,10.0,10.0,3.0,26,87
Centrify,Identity Management,Santa Clara,|Identity Management|Security|SaaS|,Santa Clara,94.0,9.944444444444445,5.0,12,28
Com2uS Corp.,Games,Menlo Park,|Games|,Menlo Park,8.0,10.0,1.0,3,29
Simple Star,Photography,San Francisco,|Photography|,San Francisco,7.1,9.0,1.0,22,9
Cortina Systems,Hardware,Sunnyvale,|Hardware|Software|Semiconductors|Hardware + Software|,Sunnyvale,162.0,10.0,4.0,10,40
Dune Networks,Semiconductors,Sunnyvale,|Semiconductors|,Sunnyvale,2.0,10.0,0.0,4,20
Skytide,Video Streaming,Oakland,|Video|Video Streaming|Analytics|,Oakland,6.0,10.0,1.0,27,62
NetDevices,Software,Sunnyvale,|Software|,Sunnyvale,25.0,10.0,2.0,6,84
Transera Communications,Software,Sunnyvale,|Software|,Sunnyvale,37.0,10.0,4.0,6,84
Alloptic,Public Relations,Livermore,|Public Relations|,Livermore,38.0,9.333333333333334,5.0,22,61
Agiliance,Security,Sunnyvale,|Security|,Sunnyvale,23.955361,9.7,2.0,12,67
ClairMail,Mobile Payments,San Rafael,|Mobile Commerce|Mobile Payments|Banking|Mobile|Finance|,San Rafael,34.1,10.0,4.0,23,55
Adiana,Biotechnology,Redwood City,|Biotechnology|,Redwood City,23.0,9.88888888888889,4.0,2,46
Generic Media,Software,Palo Alto,|Software|,Palo Alto,2.5,10.0,0.0,6,1
Allux Medical,Health Care,Menlo Park,|Health Care|,Menlo Park,6.4,10.0,0.0,0,8
Canesta,Hardware + Software,Sunnyvale,|Hardware + Software|,Sunnyvale,34.0,9.533333333333333,0.0,10,73
Pacific Biosciences,Biotechnology,Menlo Park,|Biotechnology|,Menlo Park,255.22,9.96875,6.0,2,24
Discera,Semiconductors,San Jose,|Semiconductors|,San Jose,47.311,9.866666666666667,4.0,4,75
Ceon,Software,Redwood City,|Software|,Redwood City,5.04,10.0,0.0,6,1
fabrik,Flash Storage,San Mateo,|Flash Storage|File Sharing|Storage|Hardware + Software|,San Mateo,51.3,9.75,4.0,22,61
BitTorrent,Peer-to-Peer,San Francisco,|Peer-to-Peer|Apps|Software|,San Francisco,40.75,10.0,3.0,22,61
Trulia,Peer-to-Peer,San Francisco,|Marketplaces|Peer-to-Peer|Mobile|Real Estate|,San Francisco,255.1,9.384615384615385,4.0,22,52
Coupons.com,Advertising,Mountain View,|Advertising|Coupons|Curated Web|,Mountain View,276.76,10.0,5.0,9,35
Box,File Sharing,Los Altos,|SaaS|Cloud Computing|Storage|Flash Storage|File Sharing|Web Hosting|,Los Altos,564.059999,9.978260869565217,6.0,24,44
if(we),Social Media,San Francisco,|Social Media|,San Francisco,28.701975,10.0,1.0,7,17
Visto,Mobile,Sunnyvale,|Mobile|,Sunnyvale,156.0,9.933333333333334,0.0,5,79
Quellan,Semiconductors,Santa Clara,|Semiconductors|,Santa Clara,34.231994,9.5,3.0,4,75
Business Engine,Software,San Francisco,|Software|,San Francisco,4.0,10.0,0.0,6,1
LGC Wireless,Public Relations,San Jose,|Public Relations|,San Jose,13.0,9.538461538461538,2.0,22,94
CollabNet,Enterprise Software,Brisbane,|Enterprise Software|,Brisbane,12.0,9.6,2.0,1,47
Vendavo,Enterprises,Mountain View,|Enterprises|B2B|Software|,Mountain View,15.0,10.0,5.0,22,94
Mendocino Software,Software,Fremont,|Software|,Fremont,19.7,10.0,2.0,6,1
Zyme Solutions,Hardware,Redwood Shores,|Hardware|Hardware + Software|,Redwood Shores,12.039999,10.0,1.0,10,21
Zinio,News,San Francisco,|Publishing|Digital Media|News|,San Francisco,27.0,10.0,1.0,22,94
Tempo Payments,Software,San Mateo,|Software|,San Mateo,20.0,9.727272727272727,4.0,6,1
Glimmerglass Networks,Web Hosting,Hayward,|Web Hosting|,Hayward,21.045594,10.0,0.0,28,12
Stoke,Mobile,Santa Clara,|Mobile|,Santa Clara,122.60948,9.863636363636363,5.0,5,79
DiObex,Biotechnology,San Francisco,|Biotechnology|,San Francisco,31.08,9.88888888888889,2.0,2,46
Silver Peak,Networking,Santa Clara,|Networking|Software|,Santa Clara,65.167337,10.0,4.0,26,4
Mirapoint Software,Messaging,Sunnyvale,|Messaging|,Sunnyvale,10.3,8.666666666666666,2.0,17,32
Offermatica,Software,San Francisco,|Software|,San Francisco,7.0,10.0,0.0,6,1
Everdream,Software,Fremont,|Software|,Fremont,20.0,10.0,6.0,6,1
Capella Photonics,Web Hosting,San Jose,|Web Hosting|,San Jose,86.505616,9.875,4.0,28,89
Blue Vector Systems,Public Relations,Mountain View,|Public Relations|,Mountain View,4.0,9.333333333333334,2.0,22,9
SugarSync,Curated Web,San Mateo,|Storage|Curated Web|,San Mateo,61.0,10.0,4.0,9,78
Aquantia,Semiconductors,Milpitas,|Semiconductors|,Milpitas,153.624633,10.0,7.0,4,43
Open Silicon,Semiconductors,Milpitas,|Semiconductors|,Milpitas,25.05,10.0,4.0,4,20
Paxera,Web Hosting,Santa Clara,|Web Hosting|,Santa Clara,5.4,10.0,1.0,28,12
Identity Engines,Security,Sunnyvale,|Security|,Sunnyvale,21.7,10.0,2.0,12,67
Azul Systems,Software,Sunnyvale,|Software|,Sunnyvale,82.23,10.0,0.0,6,51
Automattic,Web CMS,San Francisco,|Web CMS|Content|Forums|Blogging Platforms|Curated Web|,San Francisco,317.3,9.11111111111111,3.0,22,52
EBR Systems,Medical,Sunnyvale,|Medical|Biotechnology|,Sunnyvale,79.729839,9.88888888888889,3.0,2,3
TrustedID,Security,Palo Alto,|Security|,Palo Alto,25.0,10.0,2.0,12,67
Telegent Systems,Semiconductors,Sunnyvale,|Semiconductors|,Sunnyvale,35.0,10.0,3.0,4,75
Arch Rock Corporation,Software,San Francisco,|Software|,San Francisco,15.0,10.0,2.0,6,1
Pathwork Diagnostics,Biotechnology,Redwood City,|Biotechnology|,Redwood City,43.5,10.0,3.0,2,3
EchoSign,Legal,Palo Alto,|Legal|Curated Web|,Palo Alto,8.5,10.0,2.0,9,6
Meebo,Internet,Mountain View,|Web Development|Social Network Media|Internet|Chat|Messaging|Curated Web|,Mountain View,70.0,10.0,4.0,7,71
AGEIA Technologies,Games,Santa Clara,|Games|,Santa Clara,27.5,10.0,3.0,3,29
Ultriva,Software,Cupertino,|Software|,Cupertino,4.0,10.0,1.0,6,1
Hands-On Mobile,Mobile,San Francisco,|Games|Mobile|,San Francisco,30.0,10.0,3.0,3,29
Zvents,Entertainment,San Mateo,|Nightlife|Music|Kids|Ticketing|Concerts|Entertainment|Restaurants|Events|Social Media|Curated Web|,San Mateo,55.2,9.272727272727273,0.0,22,61
VirtuOz,Enterprise Software,Emeryville,|Enterprise Software|,Emeryville,38.764,9.857142857142858,2.0,1,22
Raven Biotechnologies,Biotechnology,South San Francisco,|Biotechnology|,South San Francisco,48.3,9.75,4.0,2,3
Certess,Hardware + Software,Campbell,|Hardware + Software|,Campbell,4.94,9.75,2.0,10,21
Tercica,Biotechnology,Brisbane,|Biotechnology|,Brisbane,83.0,8.5,0.0,2,3
Mobileum,Mobile,San Jose,|Mobile|,San Jose,14.0,10.0,3.0,5,13
Goodmail Systems,Email Marketing,Mountain View,|Email Marketing|Email|Messaging|,Mountain View,45.0,10.0,3.0,17,32
Netcontinuum,Enterprise Software,Santa Clara,|Enterprise Software|,Santa Clara,15.0,10.0,0.0,1,47
Vidient,Analytics,Santa Clara,|Analytics|,Santa Clara,12.0,10.0,2.0,13,39
BioPro Pharmaceutical,Biotechnology,San Francisco,|Biotechnology|,San Francisco,5.0,8.0,1.0,2,46
ForeScout Technologies,Security,Campbell,|Security|,Campbell,26.38,10.0,5.0,12,67
Drobo,Hardware + Software,San Jose,|Hardware + Software|,San Jose,43.0,10.0,5.0,10,73
W5 Networks,Web Hosting,Fremont,|Web Hosting|,Fremont,10.0,10.0,0.0,28,12
Hightail,File Sharing,Campbell,|File Sharing|Mobile|Collaboration|Storage|,Campbell,97.4,9.96,5.0,22,0
Siterra,Software,San Francisco,|Software|,San Francisco,7.0,9.5,3.0,6,1
FreeBorders,Consulting,San Francisco,|Consulting|,San Francisco,20.0,9.0,0.0,22,94
CloudShield Technologies,Web Hosting,Sunnyvale,|Web Hosting|,Sunnyvale,25.0,9.777777777777779,0.0,28,12
Continuent,PaaS,San Jose,|Consumer Electronics|PaaS|Hardware + Software|Databases|SaaS|Open Source|Software|,San Jose,5.75,9.0,2.0,22,9
Tethys BioScience,Biotechnology,Emeryville,|Biotechnology|,Emeryville,30.4,10.0,4.0,2,46
GCT Semiconductor,Semiconductors,San Jose,|Semiconductors|,San Jose,212.528399,8.916666666666666,6.0,4,91
Flock,Browser Extensions,Menlo Park,|Browser Extensions|Social Media|Software|,Menlo Park,28.3,10.0,4.0,7,17
InsideTrack,Education,San Francisco,|Education|,San Francisco,5.75,10.0,0.0,20,18
Aster Data Systems,Analytics,San Carlos,|Databases|Analytics|,San Carlos,53.0,9.777777777777779,3.0,13,2
Smalltown,Advertising,San Mateo,|Advertising|,San Mateo,4.0,10.0,1.0,8,23
Akimbi Systems,Software,San Mateo,|Software|,San Mateo,8.0,10.0,2.0,6,1
Kosmix,Curated Web,Mountain View,|Curated Web|,Mountain View,55.2376,9.818181818181818,4.0,9,78
OpenDNS,Security,San Francisco,|Security|,San Francisco,51.26,9.76923076923077,3.0,12,28
YouTube,Games,San Bruno,|Video|Online Rental|Entertainment|Games|,San Bruno,11.5,10.0,2.0,27,62
FlowMedica,Health Care,Fremont,|Health Care|,Fremont,15.0,9.6,4.0,0,8
Nanosys,Nanotechnology,Milpitas,|Nanotechnology|,Milpitas,116.644195,9.894736842105264,6.0,22,0
GigaFin Networks,Public Relations,San Jose,|Public Relations|,San Jose,14.6,9.666666666666666,3.0,22,94
Agistics,Enterprise Software,Pleasanton,|Enterprise Software|,Pleasanton,2.0,10.0,1.0,1,47
Kovio,Semiconductors,San Jose,|Semiconductors|,San Jose,76.5001,9.91891891891892,5.0,4,75
Double Fusion,Curated Web,San Francisco,|Curated Web|,San Francisco,59.0,9.666666666666666,3.0,9,78
Metara,Semiconductors,Sunnyvale,|Semiconductors|,Sunnyvale,11.5,9.75,5.0,4,20
RealTravel,Social Network Media,Los Altos,|Social Network Media|Travel|,Los Altos,1.8,10.0,3.0,15,41
Anagran,Web Hosting,Sunnyvale,|Web Hosting|,Sunnyvale,22.6,9.714285714285714,4.0,28,12
OQO,Computers,San Francisco,|Computers|Mobile|,San Francisco,39.8,9.75,4.0,22,61
Locaid,Enterprise Software,San Francisco,|Location Based Services|Wireless|Mobile|Enterprise Software|,San Francisco,39.734188,10.0,4.0,22,61
BroadLight,Software,Santa Clara,|Software|,Santa Clara,27.0,9.666666666666666,5.0,6,84
Vivid Logic,Games,Fremont,|Games|,Fremont,5.999997,10.0,1.0,3,29
Therma-Wave,Semiconductors,Fremont,|Semiconductors|,Fremont,10.06,8.0,0.0,4,20
Integrated Materials,0,Sunnyvale,0,Sunnyvale,0.0,0.0,3.0,22,9
NetIQ,IT Management,San Jose,|IT Management|Software|,San Jose,7.4,9.333333333333334,2.0,22,9
Limbo,Games,Burlingame,|Games|Mobile|,Burlingame,27.1,10.0,3.0,3,29
Woven Systems,Web Hosting,Santa Clara,|Web Hosting|,Santa Clara,34.452226,10.0,2.0,28,12
TuneIn,Guides,Palo Alto,|Mobile|Guides|Music|,Palo Alto,50.152231,9.666666666666666,2.0,16,16
Pinger,Messaging,San Jose,|Messaging|,San Jose,18.5,10.0,2.0,17,32
Mamapedia,Social Media,San Francisco,|Social Media|,San Francisco,4.6,10.0,1.0,7,88
Mimosa Systems,Software,Santa Clara,|Software|,Santa Clara,55.420776,9.904761904761905,4.0,6,84
mValent,Software,Redwood Shores,|Software|,Redwood Shores,6.0,10.0,3.0,6,1
BigFix,Security,Emeryville,|Security|,Emeryville,8.4,10.0,5.0,12,67
Agility Design Solutions,Software,Palo Alto,|Software|,Palo Alto,7.0,9.666666666666666,2.0,6,1
Trovix,Search,Mountain View,|Search|Consulting|,Mountain View,18.25,9.4,2.0,19,33
Ravenflow,Software,Emeryville,|Software|,Emeryville,20.7,10.0,1.0,6,1
Cogency Software,Finance,Burlingame,|Finance|,Burlingame,2.5,10.0,0.0,14,27
PGP Corporation,Software,Menlo Park,|Software|,Menlo Park,51.277712,9.714285714285714,3.0,6,84
Sonics,Semiconductors,Milpitas,|Semiconductors|,Milpitas,12.0,10.0,4.0,4,20
INPHI,Semiconductors,Santa Clara,|Semiconductors|,Santa Clara,27.105665,10.0,4.0,4,20
Xumii,Chat,San Mateo,|Chat|iPhone|Messaging|Networking|Mobile|,San Mateo,12.8,9.2,0.0,17,32
W&W Communications,Hardware + Software,Santa Clara,|Hardware + Software|,Santa Clara,1.2,8.0,0.0,10,21
Redfern Integrated Optics,Clean Technology,Santa Clara,|Clean Technology|,Santa Clara,25.9,9.363636363636363,3.0,11,14
Sequence Design,Software,Santa Clara,|Software|,Santa Clara,5.97,9.571428571428571,0.0,6,1
Fabric7 Systems,Web Hosting,Mountain View,|Web Hosting|,Mountain View,18.4,9.666666666666666,3.0,28,12
BridgeWave Communications,Wireless,Santa Clara,|Wireless|Mobile|,Santa Clara,43.143037,9.115384615384615,4.0,22,61
Telsima,Curated Web,Sunnyvale,|Curated Web|,Sunnyvale,95.0,10.0,3.0,9,78
Fortify Software,Software,San Mateo,|Software|,San Mateo,10.0,10.0,4.0,6,1
Centrality Communications,Semiconductors,Redwood City,|Semiconductors|,Redwood City,20.0,10.0,4.0,4,20
Casabi,Mobile,Campbell,|Mobile|,Campbell,18.799999,10.0,2.0,5,99
Intelliden,Software,Menlo Park,|Software|,Menlo Park,80.0,10.0,5.0,6,51
Asetek,Computers,San Jose,|Computers|Networking|Water|Hardware + Software|,San Jose,34.86,10.0,2.0,26,4
WiChorus,Web Hosting,San Jose,|Web Hosting|,San Jose,42.5,10.0,3.0,28,12
Cradle Technologies,Hardware + Software,Mountain View,|Hardware + Software|,Mountain View,13.0,10.0,4.0,10,21
Migo Software,Software,Redwood City,|Software|,Redwood City,8.33,7.0,0.0,6,1
Atrenta,Software,San Jose,|Software|,San Jose,33.041484,9.9,4.0,6,84
Seriosity,Software,Palo Alto,|Software|,Palo Alto,6.0,10.0,0.0,6,1
TeleCIS Wireless,Semiconductors,Campbell,|Semiconductors|,Campbell,10.0,10.0,3.0,4,20
Summit Microelectronics,Semiconductors,Sunnyvale,|Semiconductors|,Sunnyvale,16.512391,9.818181818181818,0.0,4,20
Azuro,Semiconductors,Santa Clara,|Semiconductors|,Santa Clara,11.999999,9.75,2.0,4,20
CSS Corp,Consulting,San Jose,|Outsourcing|RIM|Web Design|Consulting|,San Jose,47.0,10.0,2.0,22,61
OurStory,Social Media,Mountain View,|Collaboration|Social Media|,Mountain View,6.3,10.0,1.0,7,88
Fliqz,Games,Emeryville,|Games|,Emeryville,13.200001,8.333333333333334,3.0,3,29
Sonopia,Mobile,Menlo Park,|Mobile|,Menlo Park,21.45,10.0,2.0,5,99
Samplify Systems,Semiconductors,Santa Clara,|Semiconductors|,Santa Clara,23.0,9.571428571428571,2.0,4,20
Primaeva Medical,Health Care,Pleasanton,|Health Care|,Pleasanton,14.25,10.0,3.0,0,8
Barosense,Biotechnology,Redwood City,|Biotechnology|,Redwood City,33.2,10.0,4.0,2,46
SkyGrid,Real Time,Sunnyvale,|Content|File Sharing|Ediscovery|Real Time|News|,Sunnyvale,13.25,10.0,2.0,22,94
CellBiosciences,Biotechnology,Santa Clara,|Biotechnology|,Santa Clara,85.249999,9.958333333333334,6.0,2,49
Guardian Analytics,Security,Mountain View,|Security|,Mountain View,40.3,10.0,5.0,12,28
cFares,Travel,Redwood City,|Career Planning|Travel|,Redwood City,13.6,10.0,2.0,15,41
Glimpse.com,Search,Mountain View,|Search|Fashion|,Mountain View,4.0,10.0,1.0,19,33
Palo Alto Networks,Communications Hardware,Santa Clara,|Communications Hardware|Network Security|Security|,Santa Clara,328.6,10.0,3.0,12,65
InSync Software,Software,San Jose,|Software|,San Jose,12.399999,10.0,2.0,6,1
Neoconix,Hardware + Software,San Jose,|Hardware + Software|,San Jose,56.831957,10.0,3.0,10,73
GrandCentral,Mobile,Fremont,|VoIP|Telephony|Mobile|,Fremont,4.0,8.0,1.0,22,9
Picateers,Curated Web,San Mateo,|Education|Photography|Curated Web|,San Mateo,12.1,10.0,2.0,20,18
Socializr,Social Media,San Francisco,|Social Network Media|Events|Social Media|,San Francisco,2.25,8.666666666666666,1.0,7,88
AnchorFree,Mobile Security,Mountain View,|Mobile Security|Privacy|Wireless|Security|,Mountain View,62.8,8.454545454545455,3.0,12,28
Edgeio,Marketplaces,Palo Alto,|Marketplaces|E-Commerce|,Palo Alto,6.5,8.875,1.0,21,31
Envis,Software,Santa Clara,|Software|,Santa Clara,6.0,10.0,1.0,6,1
Sutro Biopharma,Biotechnology,South San Francisco,|Biotechnology|,South San Francisco,116.305,9.826086956521738,4.0,2,49
Healthline Networks,Health Care,San Francisco,|Doctors|Information Technology|Medical|Health and Wellness|Search|Health Care|,San Francisco,63.500002,9.833333333333334,3.0,18,5
Swoopo,Shopping,Mountain View,|Shopping|Auctions|E-Commerce|,Mountain View,14.0,10.0,2.0,22,94
MuseStorm,Curated Web,Sunnyvale,|Curated Web|,Sunnyvale,1.429763,8.5,1.0,9,6
Browster,Software,San Francisco,|Software|,San Francisco,5.8,10.0,1.0,6,1
VM Discovery,Biotechnology,Fremont,|Biotechnology|,Fremont,13.57,9.0,2.0,2,46
XDx,Diagnostics,Brisbane,|Health and Wellness|Fitness|Diagnostics|Health Care|Biotechnology|,Brisbane,126.397292,9.88,6.0,18,50
LoadStar Sensors,Manufacturing,Fremont,|Manufacturing|,Fremont,1.0,6.0,1.0,29,56
Barracuda Networks,Communications Hardware,Campbell,|Communications Hardware|Security|,Campbell,45.61,10.0,0.0,12,28
Encirq Corporation,Software,Burlingame,|Systems|Apps|Software|,Burlingame,14.0,9.833333333333334,2.0,22,94
MailFrontier,Messaging,Palo Alto,|Messaging|,Palo Alto,1.5,10.0,0.0,17,32
PowerFile,Web Hosting,Foster City,|Web Hosting|,Foster City,21.720203,10.0,2.0,28,12
OnVantage,Software,Santa Clara,|Software|,Santa Clara,18.0,10.0,2.0,6,1
Pivotal Systems,Semiconductors,Pleasanton,|Semiconductors|,Pleasanton,34.949999,9.8,2.0,4,75
3VR,Security,San Francisco,|Security|,San Francisco,56.567194,10.0,5.0,12,28
NanoGram,Nanotechnology,Milpitas,|Nanotechnology|,Milpitas,54.7,9.714285714285714,3.0,22,61
Invarium,Semiconductors,San Jose,|Semiconductors|,San Jose,6.0,10.0,2.0,4,20
Provade,Enterprise Software,San Mateo,|Enterprise Software|,San Mateo,18.384392,10.0,6.0,1,47
Attainia,Software,Mountain View,|Software|,Mountain View,0.8,6.5,3.0,6,1
Rapt,Software,San Francisco,|Software|,San Francisco,11.23,10.0,4.0,6,1
Apprion,Mobile,Mountain View,|Mobile|,Mountain View,27.5,9.416666666666666,3.0,5,99
RPO,Hardware + Software,San Jose,|Hardware + Software|,San Jose,44.0,9.0,2.0,10,73
Spinal Modulation,Medical Devices,Menlo Park,|Medical Devices|Health Care|,Menlo Park,111.270388,9.894736842105264,5.0,0,66
Assurz,Curated Web,Redwood City,|Curated Web|,Redwood City,5.0,6.0,1.0,9,6
Attributor,SEO,San Mateo,|SEO|Software|,San Mateo,25.2,10.0,4.0,22,94
Hammerhead Systems,Web Hosting,Mountain View,|Web Hosting|,Mountain View,48.0,10.0,4.0,28,12
PropertyBridge,Real Estate,Oakland,|Real Estate|,Oakland,2.0,10.0,1.0,22,9
Mobius Microsystems,Hardware + Software,Sunnyvale,|Hardware + Software|,Sunnyvale,20.22,10.0,2.0,10,21
Retrevo,Semantic Web,Sunnyvale,|Semantic Web|Blogging Platforms|Tech Field Support|Consumer Electronics|Electronics|Search|Reviews and Recommendations|Shopping|Gadget|Hardware + Software|,Sunnyvale,11.9,10.0,2.0,22,94
Ambarella,Broadcasting,Santa Clara,|Broadcasting|Security|Semiconductors|,Santa Clara,15.4,10.0,3.0,12,67
Amalfi Semiconductor,Semiconductors,Los Gatos,|Semiconductors|,Los Gatos,64.0,10.0,3.0,4,75
Peanut Labs,Social Media,San Francisco,|Social Media|,San Francisco,4.2,10.0,2.0,7,88
MySQL,Databases,Cupertino,|Lighting|Open Source|Databases|Enterprise Software|,Cupertino,40.8,10.0,3.0,22,61
IMVU,Social Media,Mountain View,|Virtual Currency|3D|Entertainment|Social Media|Games|,Mountain View,29.0,9.777777777777779,4.0,7,17
Flixster,Video Streaming,San Francisco,|Networking|Entertainment|Social Network Media|Video Streaming|Social Media|,San Francisco,7.175,10.0,2.0,7,88
